,REGISTRO_ANCINE,RAZAO_SOCIAL,EMPRESA_ASSOCIADA
2032,40992,RETRATO FILMES LTDA,MULTIVERSO FILMES PRODUÇÕES ARTÍSTICAS LTDA
2033,37228,CINECOM ENTRETENIMENTO LTDA,SIRINO E SILVESTRE LTDA-ME
2034,265,WARNER BROS. (SOUTH) INC.,BRASIL CHANNELS SERVIÇOS AUDIOVISUAIS LTDA.
2035,15833,CINE A LTDA,CINE A SERVIÇOS LTDA
2036,13949,RADIO E TELEVISAO CAPITAL LTDA,RECORD PROMOÇÃO DE EVENTOS E ENTRETENIMENTO LTDA
2037,45615,INTERAÇÃO SERVIÇOS DE COMUNICAÇÃO LTDA,ALPHA PRODUÇÕES LTDA ME
2038,30731,E COMERCIAL FILMES LTDA - EPP,"LEW,LARA PROPAGANDA E COMUNICAÇÃO LTDA."
2039,22973,8 PRODUÇÃO CULTURAL LTDA - ME,LP ARTE SOLUÇÕES CULTURAIS LTDA.
2040,35188,LR PRODUÇÕES ARTÍSTICAS LTDA,CSM PRODUÇÕES ARTÍSTICAS EIRELI-EPP
2041,27801,SARAVÁ FILMES LTDA ME,RENATA DE TOLEDO RUDGE - ME
2042,51146,3 T MEDIA SOLUTIONS ASSESSORIA E COMUNICAÇÕES LTDA,TV SAO JOSE DO RIO PRETO LTDA
2043,3324,ANDERSON FARIA PRODUÇÕES CINEMATOGRÁFICAS LTDA,USINA DE CINEMA LTDA.
2044,16512,GRAÇA ARTES GRÁFICAS E EDITORA LTDA,TELEVISAO CIDADE MODELO LTDA
2045,13863,DUBEM COMUNICAÇÃO E CULTURA,ANDORINHA PRODUCOES CULTURAIS LTDA - ME
2046,3298,LYNXFILM PRODUÇÕES AUDIO-VISUAIS LTDA,IMAGEM SERVIÇOS CINEMATOGRÁFICOS EIRELI
2047,20792,MOUSE HOUSE PRODUCOES LTDA - ME,MACHINE FILMES LTDA
2048,26764,SISTEMA MASSA DE TELEVISÃO LTDA,GMRM ENTRETENIMENTOS LTDA.
2049,4375,GM ARAUJO CINEMATOGRAFICA LTDA,ESPLANADA CINEMATOGRÁFICA LTDA
2050,13421,LUZES DA CIDADE - GRUPO DE CINÉFILOS E PRODUTORES CULTURAIS,INSENSATEZ AUDIOVISUAL LTDA.-ME
2051,17061,KAFFE CREATIVE STUDIO LTDA - ME,.976 LTDA
2052,37862,BELA VISTA PRODUCAO AUDIOVISUAL LTDA - EPP,3K MONTANA PRODUÇÃO AUDIOVISUAL LTDA - EPP
2053,25163,GALVÃO & VEDANA LTDA,ESTUDIO PE GRANDE ANIMACAO CINEMATOGRAFICA LTDA
2054,36440,LOADEANDO EMPREENDIMENTOS E PRIODUÇÕES ARTÍSTICAS LTDA,NAMO RAL PRODUCOES ARTISTICAS E EMPREENDIMENTOS LTDA
2055,35893,VISCONDE SUPORTE BROADCASTING LTDA - EPP,CAMERA 2 VIDEO FILMES LTDA
2056,20441,CINE CANASTRA LTDA,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.
2057,15092,JOSUE´S CINE & FOTO LTDA,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.
2058,42455,ASTARTE PRODUTORA LTDA.,TELEVISÃO BANDEIRANTES DO PARANÁ LTDA
2059,12946,RADIO E TELEVISAO BANDEIRANTES DO RIO DE JANEIRO S.A.,TELEVISÃO BANDEIRANTES DO PARANÁ LTDA
2060,46946,EDITORA FILME B LTDA,FILME B COMUNICAÇÕES S.A
2061,32985,TURNING PROCESSAMENTO DE DADOS E IMAGENS LTDA,CASA SUNSET - INSTITUTO NAUM TURQUENITCH DE CINEMA E CULTURA
2062,68,TURNING POINT PRODUCOES EIRELI,CASA SUNSET - INSTITUTO NAUM TURQUENITCH DE CINEMA E CULTURA
2063,49915,CINE LASER PORTO VELHO CINEMAS LTDA,CINE LASER NORTE CINEMA LTDA
2064,50203,CINE LASER CINEMAS UMUARAMA LTDA,CINE LASER NORTE CINEMA LTDA
2065,27684,F B PAIVA FILMES EIRELI,ASTRONAUTAS FILMES LTDA - ME
2066,2869,FEIRA PLEXCINE LTDA.,ITAIGARA PLEXCINE LTDA.
2067,2973,TATU FILMES LTDA-ME,JUBARTE FILMES LTDA-ME
2068,46063,ATUANTE SERVICOS E ESTACIONAMENTO LTDA - ME,RJ DISTRIBUIDORA DE FILMES LTDA
2069,15365,TUDO DE SOM PRODUÇÕES LTDA,TUDO DE BOM PRODUÇÕES LTDA
2070,1887,PRODUÇÕES CINEMATOGRÁFICAS R F FARIAS LTDA,RF CINEMA E TV LTDA
2071,26806,J. DE A. OLIVEIRA EIRELI - EPP,SISTEMA GUARA DE RADIODIFUSÃO LTDA
2072,1505,CPC CENTRO DE PRODUÇÀO E COMUNICAÇÃO LTDA.,SCENA FILMES LTDA
2073,21330,MARIA APARECIDA PINTO ALCANTARA PRODUTORA DE VIDEOS LTDA ME,ESTUDIO POLEGAR OPOSITOR FILMES SERVICOS LTDA ME
2074,309,ACTIVITY FILMES DO BRASIL LTDA.,ATUANTE SERVICOS E ESTACIONAMENTO LTDA - ME
2075,3226,CASABLANCA EFEITOS CINEMATOGRÁFICOS LTDA,D F F DIANA FOTO FILME E TELECOMUNICACOES LTDA
2076,16752,JFW CUIDADOS ARTÍSTICOS LTDA - EPP,WORK SHOW PRODUCOES E ENTRETENIMENTO ARTISTICOS LTDA
2077,1310,TAGTST VÍDEO DESIGN LTDA,TAG VIDEO DESIGN LTDA - ME
2078,46989,CINE LASER CACOAL EXIBICOES CINEMATOGRAFICAS LTDA,CINE LASER CINEMAS UMUARAMA LTDA
2079,43959,CINE LASER CINEMAS SUL EIRELI,CINE LASER CINEMAS UMUARAMA LTDA
2080,35188,LR PRODUÇÕES ARTÍSTICAS LTDA,T2A PARTICIPAÇÕES LTDA
2081,24366,VDR PRODUCOES DE EVENTOS EIRELI,HYPER AGENCIA DIGITAL LTDA ME
2082,13496,FOGO CERRADO IMAGENS E SERVIÇOS LTDA ME,PARKER PRODUCOES AUDIOVISUAIS LTDA
2083,12941,BARRY COMPANY PRODUÇÕES AUDIOVISUAIS LTDA,PARKER PRODUCOES AUDIOVISUAIS LTDA
2084,34068,KARANDASH CONSULTORIA E TREINAMENTO SS LTDA,KARANDASH ARTE CONTEMPORÂNEA LTDA - ME
2085,27912,CINEMAS USINA LIBERDADE LTDA,CINE COMERCIAL PASSO FUNDO LTDA
2086,23773,MAFIA FILMES LTDA,INPUTSOM ARTE SONORA LTDA. - ME
2087,26764,SISTEMA MASSA DE TELEVISÃO LTDA,TELEVISAO NAIPI LTDA
2088,38333,RAPHAEL FERREIRA RODRIGUEZ 33016859866,LEMONADE HUB LTDA EPP
2089,48217,BA DA BEAN PRODUCOES AUDIOVISUAIS SPE LTDA,BIRDO FILMES EM ANIMAÇÃO LTDA.
2090,16362,ALMEIDA & LIMA LTDA-ME,NASCIMENTO E CASTRO LTDA
2091,34848,JOSE RICARDO OLIVEIRA VIANA 86381040149,JRX PRODUCOES EIRELI
2092,18055,CINEMA VILLAGGIO LTDA,ARTEPLEX DISTRIBUIDORA LTDA
2093,2735,CINEARTE MORUMBI LTDA,ARTEPLEX DISTRIBUIDORA LTDA
2094,2234,SIRINO E SILVESTRE LTDA-ME,CINECOM ENTRETENIMENTO LTDA
2095,43170,VIRALATA FILMES LTDA,VIRALATA PRODUÇÕES LTDA ME
2096,30919,LUIS CARLOS MARTINO JUNIOR,TOCAVIDEOS PRODUCAO AUDIOVISUAL LTDA ME
2097,36485,BOLZAN E ASCHENBACH EVENTOS LTDA,"CARAM,BOLZAN E ASCHENBACH PRODUÇÕES ARTÍSTICAS LTDA. - EPP"
2098,48304,FILMES DA BARRIGA LTDA. ME.,LEBEN 108 PRODUTORA DE FILMES LTDA
2099,870,MAC PRODUÇÕES EM VÍDEO E COMERCIO LTDA,N S COUTINHO PRODUÇÕES EM VIDEO E EVENTOS ME
2100,50807,NBC UNIVERSAL NETWORKS INTERNATIONAL BRASIL LTDA.,E! ENTERTAINMENT AUDIOVISUAL SERVIÇOS E REPRESENTAÇÕES LTDA
2101,13432,VELUDO CREATIVE FILM COMPANY LTDA,ILEGAL FX POS-PRODUCAO AUDIOVISUAL LTDA
2102,53130,FAROL POSPRODUÇÃO CINEMATOGRAFICA LTDA,FAROL VIDEOS CINEPOS LTDA -EPP
2103,30842,DROMEDARIO CINEMA E VIDEO LTDA - EPP,ALDEIA PRODUÇÕES LTDA
2104,27133,"FLOR DO CERRADO DESENVOLVIMENTO,CRIAÇÃO E EXECUÇÃO DE PROJETOS E EVENTOS EIRELI-ME","FLOR DO CERRADO FILMES, CONSULTORIAS E EVENTOS LTDA"
2105,17271,COMERCIAL FONOGRAFICA RGE S/A,GLOBO COMUNICACAO E PARTICIPACOES S/A
2106,1595,TRATTORIA DIGITAL PRODUÇÕES LTDA/EPP,ELASTICA PRODUCOES CINEMATOGRAFICAS LTDA ME
2107,41382,MTTRAILER PRODUÇÕES CINEMATOGRÁFICAS EIRELI ME,CANAL LIKE PROGRAMAÇÃO LTDA
2108,39227,OBA OBA SAMBA HOUSE PRODUCOES ARTISTICAS LTDA,FERNANDO MARTINS DINIZ PRODUÇÕES
2109,14494,TVJ VÍDEO PRODUÇÕES LTDA.-ME,JUAREZ FERREIRA DA SILVA FILMES
2110,1456,REDE 21 COMUNICACOES S.A.,PRH9 PRODUÇÕES S/A
2111,656,RADIO E TELEVISAO BANDEIRANTES S.A.,PRH9 PRODUÇÕES S/A
2112,40449,PONTA DE ANZOL PRODUÇÕES LTDA.,CANACAIANA PRODUCOES LTDA
2113,38259,NÚCLEO GUTS DE CRIAÇÃO LTDA,GUTS FILMES LTDA - ME
2114,13619,IMAGEM NORDESTE PRODUÇÃO AUDIOVISUAL LTDA.,ITEC PRODUÇÃO AUDIOVISUAL E PROPAGANDA LTDA
2115,27135,MOL FILMES E PRODUÇÕES LTDA - EPP,SONAR COMUNICAÇÃO E ARTES GRAFICAS LTDA
2116,16934,44 BICO LARGO COMERCIAL LTDA,RENDERFRAME PRODUÇÕES AUDIOVISUAIS LTDA
2117,24534,REDECINE BSB CINEMATOGRÁFICA LTDA,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA
2118,43781,REDECINE PINDAMONHANGABA CINEMAS LTDA,NETCINE ASSESSORIA DE NEGOCIO E INGRESSOS LTDA
2119,47365,ODARA PRODUCOES CINEMATOGRAFICAS LTDA,RELATAR-SE PRODUÇÕES
2120,30287,DIEGO JOSE MARINHO ME,CINE MANHORI LTDA.
2121,31191,DIAMOND FILMS AMERICA PRODUCAO E DISTRIBUICAO AUDIOVISUAL LTDA,GALERIA DISTRIBUIDORA AUDIOVISUAL LTDA
2122,26609,A DUPLA FOTOGRAFIA E CINEMATOGRAFIA LTDA - ME,CABANA STUDIO FOTOGRAFIA E CINEMATOGRAFIA LTDA
2123,21968,GAROA FILMES CINEMATOGRAFICOS LTDA - ME,JANELA FILMES LTDA
2124,40547,PAIVA & PINHEIRO SERVIÇOS DE COMUNICAÇÃO LTDA,BADOGUE SERVICOS DE COMUNICACAO LTDA
2125,7111,IDEOGRAPH PRODUCOES ARTISTICAS LTDA - ME,FREYA PRODUÇÕES AUDIOVISUAIS EIRELI
2126,28172,INSIDE PRODUÇÕES LTDA ME,REGIONAL NEWS PRODUÇÕES LTDA
2127,51981,IHC DISTRIBUIÇÃO CINEMATOGRÁFICA LTDA,IHC ENTRETENIMENTO LTDA ME
2128,31592,BUDAPESTE PRODUCOES LTDA,CA VA ARTES E PRODUCOES LTDA
2129,17381,L PIRES,RJ SERVICOS CINE GROUP LTDA
2130,1206,INFFINITO EVENTOS E PRODUÇÕES LTDA,INFFINITO ENTRETENIMENTO E COMUNICAÇÕES LTDA
2131,22509,WORKIDEA POS PRODUÇÃO LTDA ME,SCREEN VIDEO PRODUÇÕES LTDA
2132,33846,PR FRIDSCHTEIN EDICOES DE VIDEO,PREÇO JUSTO - ASSESSORIA DE PROPAGANDA E PROMOÇÕES DE EVENTOS LTDA
2133,41103,TAKE 1 CAMERA 2 LTDA ME,PRODUTORA 082 CINE VÍDEO LTDA-ME
2134,17587,L.R.F VIDEO LTDA,L.R DINIZ PROPAGANDA LTDA
2135,46855,AIRTON CEVEY JUNIOR ME,EMPRESA JORNALISTICA REAL TIME LTDA
2136,16310,SALA COMUNICAÇÃO LTDA-ME,SALA PRODUÇÕES ARTÍSTICAS LTDA
2137,20905,LEONARDO HENRIQUE PEREIRA BRANCO ME,GATO PRETO FILMES EIRELI ME
2138,39803,PATRICIA DE SANT ANNA MAHET 08376555790,"INSTITUTO DEPARTE DE ARTE, OFICIOS E CIDADANIA"
2139,3196,SPRAY FILMES S.A.,REVISÃO PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.
2140,44696,NETWORK PARTICIPAÇÕES S.A.,REVISÃO PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.
2141,44003,AKIM PRODUÇÕES CONSULTORIA E MARKETING EIRELI,CAVALIA PRODUÇÕES CINEMATOGRÁFICAS LTDA
2142,14259,SPRING PUBLICAÇÕES LTDA.,SPRING EDITORA-PRODUTORA LTDA
2143,2379,MOVIESYSTEM CINEMATOGRAFICA LTDA,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA
2144,2376,REDECINE TOTAL CINEMATOGRÁFICA LTDA,REDECINE RIO GRANDE CINEMATOGRAFICA LTDA
2145,251,RADIO E TELEVISAO RECORD S.A,TELEVISAO SOCIEDADE LIMITADA
2146,22776,REVELAÇÃO PRODUÇÕES ARTÍSTICAS LTDA,ARROCHA PROMOÇÕES ARTÍSTICAS LTDA
2147,14742,LATA FILMES LTDA EPP,ROCHA RIO PRODUÇÕES ARTÍSTICAS LTDA
2148,50569,ALLAS PRODUÇÃO DE CONTEÚDO LTDA,TUNNA ENTRETENIMENTO E AUDIOVISUAL LTDA
2149,257,BROS PRODUÇOES LTDA,BROS FILMES E PROPAGANDA LTDA
2150,15639,NEW CONTENT EDITORA E PRODUTORA LTDA,"RIVETTI, FERES E ALCÂNTARA PARTICIPAÇÃO S.A."
2151,31310,EDOARDO RIVETTI - ME,"RIVETTI, FERES E ALCÂNTARA PARTICIPAÇÃO S.A."
2152,17150,GLÊNIO LOPES LACERDA,INTERFACE MULTIMÍDIA LTDA - ME
2153,766,NEON RIO LTDA,TR SOMOGYI PRODUÇÕES
2154,38620,AMIGOS POR CARROS PRODUÇÕES DE VIDEO LTDA.,LOCOMOTIVA FILMES LTDA - ME
2155,29868,GREY PUBLICIDADE DO BRASIL LTDA,VOYAGER PARQUES TEMATICOS - EIRELI
2156,3387,PREÇO JUSTO - ASSESSORIA DE PROPAGANDA E PROMOÇÕES DE EVENTOS LTDA,PR FRIDSCHTEIN EDICOES DE VIDEO
2157,40108,WE DO 42 LTDA,MAMBO JACK FILMES E PRODUÇÕES LTDA
2158,22135,NIRVANA DIGITAL LTDA,GO BROCCOLI PRODUÇÕES LTDA
2159,38330,SUPER COMBINADO PRODUÇÕES ARTÍSTICAS LTDA,DIAMONDBACK ENTERTAINMENT DISTRIBUIDORA DE FILMES LTDA.
2160,34696,WORK SHOW PRODUCOES E ENTRETENIMENTO ARTISTICOS LTDA,JFW CUIDADOS ARTÍSTICOS LTDA - EPP
2161,51438,GÁS OLIVA ESTÚDIO CINEMATOGRÁFICO LTDA,GAS OLIVA PRODUTORA DE CINEMA E VIDEO LTDA
2162,26337,CINEMATOGRÁFICA NACIONAL PRODUÇÕES EIRELI,VIRA LATA FILMES LTDA
2163,5304,DOGS CAN FLY CONTEÚDOS AUDIOVISUAIS LTDA,DOGS CAN FLY PRODUÇÕES CINEMATOGRÁFICAS LTDA
2164,2869,FEIRA PLEXCINE LTDA.,EMPRESA CINE TEATRO TAMOIO LTDA
2165,45604,SA DISTRIBUIDORA DE CONTEÚDO AUDIOVISUAL LTDA,SP PRODUTORA LTDA
2166,44751,CRYK CINEMA BACAXA LTDA,CINEMAGIC VITORIA CINEMAS LTDA - ME
2167,18328,CRYK CINEMA ARARUAMA LTDA,CINEMAGIC VITORIA CINEMAS LTDA - ME
2168,26890,ROYALPIXEL SERVICOS DE INFORMACAO NA INTERNET LTDA - ME,MIND SNACK PRODUCAO LTDA
2169,25436,SRS PLANET CINEMAS LTDA,H2O DISTRIBUIDORA DE FILMES LTDA
2170,19288,GERMINAL PRODUÇÕES E EVENTOS CULTURAIS EIRELI,MARABERTO FILMES LTDA. - ME
2171,42013,IURI MOREIRA LOPES 01762777142,LIZARD-VIDEOGRAFISMO E DESIGN LTDA ME
2172,30117,BRASIL/MN MANCHETE PRODUÇÕES LTDA.,BRASIL MN MANCHETE EDITORA EIRELI
2173,184,CASABLANCA EFFECTS LTDA.,FIJI PRODUÇÕES AUDIOVISUAIS LTDA
2174,7087,O2 CINEMA LTDA,O2 POS PRODUÇÕES LTDA
2175,30392,LEMONADE FILMES,LEMONADE PRODUÇÕES ARTÍSTICAS LTDA.
2176,24003,BIONICA FILMES - PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA,ZENNA FILMES E PRODUÇÕES ARTÍSTICAS LTDA - ME
2177,2612,UCI RIBEIRO LTDA,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.
2178,44707,LC EXIBICOES CINEMATOGRAFICAS LTDS,L N DA ROCHA & CIA LTDA - ME
2179,40914,GAME EXPERIENCE EVENTOS LTDA,CCXP EVENTOS LTDA
2180,26390,HOGARTH WORLDWIDE PUBLICIDADE BRASIL LTDA,HOGARTH WORLDWIDE PRODUÇÃO LTDA.
2181,41737,LUCCAS TOON STUDIOS LTDA,TAKE4 GESTÃO DE ATIVOS LTDA
2182,274,ANIMA PRODUÇÕES AUDIOVISUAIS LTDA,CINEDISTRI PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA
2183,18628,CRISTINA FONSECA CINE VIDEO PRODUÇÕES LTDA-ME,NNOTURNAA FILMES PRODUÇÕES LTDA-ME
2184,37016,"ACHESEUESTUDIO SOLUCOES EM TECNOLOGIA, MARKETING E INOVACAO LTDA ME",OXENTI SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA ME
2185,36898,LUMA PRODUCOES ARTISTICAS LTDA,SEND MUSIC PRODUÇÕES ARTÍSTICAS LTDA
2186,6497,BLACK BEANS PRODUCTION COMUNICAÇÕES LTDA - ME,JUAREZ MALAVAZZI JUNIOR PRODUÇÕES CINEMATOGRAFICAS ME
2187,44580,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.,NETWORK PARTICIPAÇÕES S.A.
2188,2379,MOVIESYSTEM CINEMATOGRAFICA LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA
2189,24534,REDECINE BSB CINEMATOGRÁFICA LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA
2190,44837,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE GRANJA VIANNA ADMINISTRADORA SPE LTDA
2191,5654,REDECINE-CPQ CINEMATOGRÁFICA LTDA,REDECINE PINDAMONHANGABA CINEMAS LTDA
2192,44837,REDECINE SANTOS CINEMATOGRAFICA LTDA,REDECINE PINDAMONHANGABA CINEMAS LTDA
2193,50821,ANIMAL MEDIA LTDA.,RAIZ FILMS PRODUCOES CINEMATOGRAFICAS LTDA
2194,6022,TV CIDADE DE BAURU LTDA,TV INDEPENDENCIA LTDA
2195,44414,CINE LASER NORTE CINEMA LTDA,CINE LASER CASCAVEL LTDA
2196,35815,CINEMAS HENKES RIBEIRO LEM LTDA ME,CINEMAS PREMIER BARREIRAS SALA 01
2197,51501,CARDEIRO AGENCIAMENTO ARTÍSTICO LTDA,CABORÉ PRODUTORES ASSOCIADOS LTDA - ME
2198,1500,CANAL BRAZIL S/A,PB BRASIL ENTRETENIMENTO S/A
2199,39,TELECINE PROGRAMACAO DE FILMES LTDA,PB BRASIL ENTRETENIMENTO S.A
2200,52531,CINE A SERVIÇOS LTDA,CINE A LTDA
2201,3227,CINE A BRAGANCA PAULISTA LTDA,CINE A LTDA
2202,14580,JOSÉ JORGE LAGO CARDOSO JUNIOR,LIFE NEGOCIOS CRIATIVOS EIRELI
2203,44323,CINE LASER CINEMAS NORDESTE LTDA,CINE LASER CINEMAS SUL EIRELI
2204,40850,ATURANDO PRODUÇÕES ARTÍSTICAS LTDA - ME,BUZA PRODUÇÕES TEATRAIS E CINEMATOGRÁFICAS LTDA.
2205,38749,"MUNDOS AUDIOVISUAL, EDUCAÇÃO E NATUREZA EIRELI - ME",COCRIATIVA CONTEÚDOS AUDIOVISUAIS LTDA
2206,44692,BRUNO BENETTI MONTEIRO 08905453678,ASSOCIACAO INSTITUTO BENETTI
2207,6469,VIRA LATA FILMES LTDA,CINEMATOGRÁFICA NACIONAL PRODUÇÕES EIRELI
2208,38700,CINESE FILMES PRODUÇÃO CINEMATOGRÁFICA LTDA. - ME,HEGON PRODUTORA LTDA
2209,38236,C A V LEMOS E CIA LTDA - ME,MOBI CINE GURUPI LTDA
2210,44116,CARAMBOLA PRODUÇÃO DE FILMES LTDA,CARAMBOLA PRODUÇÕES ARTÍSTICAS
2211,21229,NOVAS MIDIAS DIGITAIS PROGRAMADORA LTDA,CURSOS CRESCENT LTDA
2212,12801,UNITV PRODUTORA LTDA,CURSOS CRESCENT LTDA
2213,24152,KN VIDEO PRODUCOES LTDA,KN CONTEÚDO PRODUÇÕES LTDA.
2214,23486,ESQ ENTRETENIMENTOS LTDA.,QL ENTRETENIMENTOS LTDA ME
2215,32983,FERNANDO MAURO PRODUÇÕES EIRELI,FERNANDO MAURO PRODUÇÕES E PUBLICIDADE LTDA
2216,22341,A&E OLE AUDIOVISUAL SERVICOS E REPRESENTACOES LTDA.,AMC NETWORKS SERVIÇOS DE TELEVISÃO DO BRASIL LTDA
2217,260,PLAYARTE CINEMAS LTDA.,PLAYARTE PICTURES ENTRETENIMENTOS LTDA.
2218,16951,MULTITEL COMUNICACOES LTDA,NOSSA TELECOM TELECOMUNICAÇÕES LTDA
2219,42329,PROVEDOR REDESUL LTDA,NOSSA TELECOM TELECOMUNICAÇÕES LTDA
2220,13432,VELUDO CREATIVE FILM COMPANY LTDA,INK GERAÇÃO E PRODUÇÃO DE CONTEÚDOS LTDA
2221,47237,STRATOSTORM ANIMATION LTDA,STRATOSTORM STUDIOS EIRELI - EPP
2222,27477,RRM PRODUCAO E VIDEOCOMUNICACAO EIRELI,GTEC DIGITAL EIRELI
2223,21011,FR TARGET FILMES LTDA,FRCA TARGET FILMES LTDA
2224,265,WARNER BROS. (SOUTH) INC.,HBO BRASIL LTDA.
2225,39667,TV PONTO COMUNICACAO EIRELI,SPHERE PRODUCTIONS PRODUÇÃO E COMÉRCIO DE FILMES LTDA. ME
2226,12291,G.O. PRODUÇÕES DE EVENTOS LTDA - EPP,F2 FILMES EIRELI
2227,18371,PARALELA CINEMA E VIDEO LTDA,GIBRALTAR FILMES LTDA - EPP
2228,38262,CENTAURUS PRODUCOES CINEMATOGRAFICAS LTDA,MARESIA FILMES LTDA
2229,23499,CINEMAS HENKES RIBEIRO LTDA ME,CINEMAS HENKES E HENKES LTDA
2230,2869,FEIRA PLEXCINE LTDA.,UCI-ORIENT LTDA
2231,749,UNITED CINEMAS INTERNATIONAL BRASIL LTDA.,UCI-ORIENT LTDA
2232,4413,GCB EMPREENDIMENTOS E PARTICIPAÇÕES LTDA,CANAL BRAZIL S/A
2233,17271,COMERCIAL FONOGRAFICA RGE S/A,CANAL BRAZIL S/A
2234,28911,CARAMBOLA PRODUÇÕES ARTÍSTICAS,CARAMBOLA PRODUÇÃO DE FILMES LTDA
2235,5956,LEMONADE PRODUÇÕES ARTÍSTICAS LTDA.,LEMONADE LAB LTDA
2236,30925,FOREST - COMUNICAÇÃO SOCIOAMBIENTAL,AKWA PRODUÇÕES ARTÍSTICAS
2237,27029,FOREST COMUNICAÇÃO,AKWA PRODUÇÕES ARTÍSTICAS
2238,29292,AMORA FILMES B LTDA,AMORA PRODUÇÕES AUDIOVISUAIS LTDA ME
2239,19845,JOSUÉ´S CINE SAMONTE LTDA.,JONASCE LTDA.- ME
2240,46087,JOSUÉ´S CINE COMUNICAÇÃO CAPITÓLIO LTDA.,JONASCE LTDA.- ME
2241,1456,REDE 21 COMUNICACOES S.A.,COMPANHIA RIO BONITO - COMUNICAÇÕES
2242,7128,DE FELIPPES FILMES E PRODUÇÕES LTDA,CH'IEN O CRIATIVO PRODUÇÕES ARTÍSTICAS LTDA
2243,763,CAOS PRODUÇÕES CINEMATOGRÁFICAS LTDA.,CAOS E TONS PRODUCOES LTDA - EPP
2244,28703,AÇÃO VÍDEO PUBLICIDADE E PROPAGANDA LTDA - ME,MM MUNIZ VILA VERDE - AÇÃO VIDEO LTDA
2245,52355,VIEX FILMES LTDA,VIEX PRODUÇÕES ARTÍSTICAS X LTDA
2246,14847,G.RS - COMÉRCIO DE PRODUTOS EM DVD E FILMAGENS LTDA,S. M. VIDEO PRODUCOES LTDA
2247,103,OCEAN PRODUÇÃO DE FILMES LTDA,CINNERGIA PRODUÇÕES LTDA
2248,773,LOJINHA DA MÔNICA LTDA,RTS EMPREENDIMENTOS E PARTICIPAÇÕES S/A
2249,43305,5600K PRODUÇÕES LTDA,MISTER GRAFIX PRODUÇÕES LTDA
2250,49423,STIGMATA PRODUÇÕES CINEMATOGRÁFICAS EIRELI,PEITO DE POMBA COMUNICAÇÃO LTDA
2251,6499,PULSAR PRODUCOES ARTISTICAS E CULTURAIS - EIRELI,GAIA TRANSMIDIA LTDA
2252,49980,WIP  PROPRIEDADE INTELECTUAL DE ENTRETENIMENTO LTDA,YOUR JOURNEY INOVAÇÃO EM CONTEÚDO LTDA
2253,50002,R COUTINHO FILMES LTDA,COMMUNIC FILMES LTDA ME
2254,37788,PLATINUM FILMS PRODUCOES AUDIOVISUAIS LTDA - EPP,PLATINUM FOTOGRAFIA PUBLICITÁRIA LTDA.
2255,13907,GRAVINA SERVIÇOS DE SOLUÇÕES AUDIOVISUAIS L.T.D.A - ME,2N AUDIOVISUAL LTDA - ME
2256,40317,CINE ELI BAHIA CINEMAS LTDA,EMPRESA DE CINEMAS FORTALEZA LTDA
2257,3389,BVL - BAHIA VÍDEO LTDA,TV SUBAE LTDA
2258,45071,DOGANA BOUTIQUE DIGITAL & SERVIÇOS DE PRODUÇÃO CINEMATOGRÁFICA LTDA.,RAFAELA DORNAS PRODUÇÕES E AUDIO VISUAL LTDA - ME
2259,51640,SUÇUARANA FILMES LTDA,DHARMA CINEMATOGRAFIA LTDA - ME
2260,3583,A P MAIA GOMES - EPP,APTA SERVIÇOS LTDA-ME
2261,41503,PLAVA PRODUTORA AUDIOVISUAL LTDA,LUCIANO ALBUQUERQUE MANGUEIRA BASTOS FILHO 06242531470
2262,3196,SPRAY FILMES S.A.,ACELERADOS PRODUTORA E DISTRIBUIDORA AUDIOVISUAL S.A.
2263,4109,"INSTITUTO DE DESENVOLVIMENTO, ESTUDO E INTEGRAÇÃO PELA ANIMAÇÃO - IDEIA",IMAN - IMAGENS ANIMADAS LTDA
2264,24992,ZRG PRODUÇÕES LTDA ME,MEIRE CRISTIANE ALVES DE CARVALHO GODOY E CIA LTDA - ME
2265,44912,RENSGA PRODUÇÕES CULTURAIS LTDA.,CECÍLIA SIQUEIRA DE BRITO
2266,37671,SUPERLINE TELECOMUNICACOES LTDA - EPP,ACESSOLINE TELECOMUNICAÇÕES LTDA
2267,34671,LEANDRO NASCIMENTO DE SOUZA ME,REPLIK PRODUÇÕES AUDIOVISUAIS LTDA ME
2268,49518,PRODUTORA DE CONTEUDO CONTEUDO PLAY LTDA,RF MIDIA LTDA -ME
